pathogen_name,taxonid,ARG_name,aro_id,frequency,antibiotic_name
Escherichia coli,562,ACT-17,3001838,5e-06,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,ACT-19,3001840,5e-06,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,ACT-24,3001844,1e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,IMI-2,3001859,5e-06,CarbaPenem
Escherichia coli,562,CTX-M-1,3001864,0.013944,Cephalosporin
Escherichia coli,562,CTX-M-2,3001865,0.001472,Cephalosporin
Escherichia coli,562,CTX-M-3,3001866,0.002755,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Cefoxitin,Ceftazidime,Ceftriaxone"
Escherichia coli,562,CTX-M-5,3001868,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-8,3001871,0.001307,Cephalosporin
Escherichia coli,562,CTX-M-9,3001872,0.000736,Cephalosporin
Escherichia coli,562,CTX-M-10,3001873,4.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-12,3001875,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-14,3001877,0.022505,Cephalosporin
Escherichia coli,562,CTX-M-15,3001878,0.073917,"Ampicillin,Cefalotin,Cefazolin,Ceftazidime,Ceftriaxone"
Escherichia coli,562,CTX-M-17,3001880,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-19,3001881,6.3e-05,Cephalosporin
Escherichia coli,562,CTX-M-21,3001883,8.3e-05,Cephalosporin
Escherichia coli,562,CTX-M-22,3001884,4.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-23,3001885,2.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-24,3001886,0.002145,Cephalosporin
Escherichia coli,562,CTX-M-25,3001887,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-27,3001889,0.018186,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Ceftazidime,Ertapenem"
Escherichia coli,562,CTX-M-28,3001890,4.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-29,3001891,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-32,3001894,0.001809,Cephalosporin
Escherichia coli,562,CTX-M-33,3001895,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-35,3001897,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-36,3001898,8.3e-05,Cephalosporin
Escherichia coli,562,CTX-M-37,3001899,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-38,3001900,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-39,3001901,5.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-40,3001902,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-42,3001904,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-44,3001906,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-45,3001907,2e-05,Cephalosporin
Escherichia coli,562,CTX-M-47,3001909,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-48,3001910,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-51,3001913,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-52,3001914,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-54,3001916,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-55,3001917,0.020823,"Ceftazidime,Ceftriaxone"
Escherichia coli,562,CTX-M-56,3001918,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-58,3001919,3.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-61,3001922,4.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-62,3001923,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-63,3001924,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-64,3001925,0.000678,Cephalosporin
Escherichia coli,562,CTX-M-65,3001926,0.006767,Cephalosporin
Escherichia coli,562,CTX-M-66,3001927,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-67,3001928,3.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-69,3001930,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-71,3001932,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-72,3001933,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-73,3001934,2.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-74,3001935,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-75,3001936,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-79,3001940,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-80,3001941,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-82,3001943,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-83,3001944,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-84,3001945,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-87,3001947,2.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-88,3001948,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-90,3001950,3.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-96,3001956,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-98,3001957,4.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-101,3001960,4.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-102,3001961,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-103,3001962,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-104,3001963,0.000107,Cephalosporin
Escherichia coli,562,CTX-M-107,3001967,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-109,3001969,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-110,3001970,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-111,3001971,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-112,3001972,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-114,3001974,2.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-115,3001975,0.000161,Cephalosporin
Escherichia coli,562,CTX-M-116,3001976,3.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-117,3001977,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-121,3001980,4.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-122,3001981,4.4e-05,Cephalosporin
Escherichia coli,562,CTX-M-123,3001982,0.000273,Cephalosporin
Escherichia coli,562,CTX-M-124,3001983,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-125,3001984,0.000112,Cephalosporin
Escherichia coli,562,CTX-M-126,3001985,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-127,3001986,2e-05,Cephalosporin
Escherichia coli,562,CTX-M-129,3001988,5e-06,Cephalosporin
Escherichia coli,562,CTX-M-130,3001989,0.000244,Cephalosporin
Escherichia coli,562,CTX-M-132,3001991,0.000146,Cephalosporin
Escherichia coli,562,CTX-M-134,3001992,2.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-137,3001994,6.8e-05,Cephalosporin
Escherichia coli,562,CTX-M-136,3001995,2.9e-05,Cephalosporin
Escherichia coli,562,CTX-M-138,3001996,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-140,3001998,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-142,3002000,0.000137,Cephalosporin
Escherichia coli,562,CTX-M-146,3002004,2e-05,Cephalosporin
Escherichia coli,562,CTX-M-147,3002005,1.5e-05,Cephalosporin
Escherichia coli,562,CTX-M-150,3002007,1e-05,Cephalosporin
Escherichia coli,562,CTX-M-153,3002010,2e-05,Cephalosporin
Escherichia coli,562,CMY-2,3002013,0.027707,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Cefoxitin,Ceftazidime,Ceftriaxone,Ertapenem"
Escherichia coli,562,CMY-4,3002015,0.001004,Cephamycin
Escherichia coli,562,CMY-5,3002016,2.4e-05,Cephamycin
Escherichia coli,562,CMY-6,3002017,0.0008,Cephamycin
Escherichia coli,562,CMY-7,3002018,2.9e-05,Cephamycin
Escherichia coli,562,CMY-10,3002021,5e-06,Cephamycin
Escherichia coli,562,CMY-13,3002024,5e-06,Cephamycin
Escherichia coli,562,CMY-16,3002027,0.00018,Cephamycin
Escherichia coli,562,CMY-17,3002028,1e-05,Cephamycin
Escherichia coli,562,CMY-20,3002031,5e-06,Cephamycin
Escherichia coli,562,CMY-23,3002034,4.4e-05,Cephamycin
Escherichia coli,562,CMY-24,3002035,1e-05,Cephamycin
Escherichia coli,562,CMY-25,3002036,5e-06,Cephamycin
Escherichia coli,562,CMY-26,3002037,1e-05,Cephamycin
Escherichia coli,562,CMY-27,3002038,5e-06,Cephamycin
Escherichia coli,562,CMY-29,3002040,1.5e-05,Cephamycin
Escherichia coli,562,CMY-32,3002043,2.9e-05,Cephamycin
Escherichia coli,562,CMY-33,3002044,1e-05,Cephamycin
Escherichia coli,562,CMY-34,3002045,1e-05,Cephamycin
Escherichia coli,562,CMY-35,3002046,5e-06,Cephamycin
Escherichia coli,562,CMY-42,3002053,0.004734,"Cefoxitin,Ceftazidime"
Escherichia coli,562,CMY-43,3002054,5e-06,Cephamycin
Escherichia coli,562,CMY-44,3002055,1e-05,Cephamycin
Escherichia coli,562,CMY-48,3002059,1e-05,Cephamycin
Escherichia coli,562,CMY-54,3002065,5e-06,Cephamycin
Escherichia coli,562,CMY-55,3002066,5e-06,Cephamycin
Escherichia coli,562,CMY-56,3002067,5e-06,Cephamycin
Escherichia coli,562,CMY-59,3002069,2.9e-05,Cephamycin
Escherichia coli,562,CMY-58,3002072,2e-05,Cephamycin
Escherichia coli,562,CMY-60,3002073,0.000141,Cephamycin
Escherichia coli,562,CMY-61,3002074,0.000151,Cephamycin
Escherichia coli,562,CMY-62,3002075,1e-05,Cephamycin
Escherichia coli,562,CMY-69,3002082,2e-05,Cephamycin
Escherichia coli,562,CMY-75,3002088,1e-05,Cephamycin
Escherichia coli,562,CMY-81,3002094,5e-06,Cephamycin
Escherichia coli,562,CMY-94,3002107,5e-06,Cephamycin
Escherichia coli,562,CMY-104,3002116,5e-06,Cephamycin
Escherichia coli,562,CMY-111,3002122,4.4e-05,Cephamycin
Escherichia coli,562,DHA-1,3002132,0.003725,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-2,3002133,1e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-6,3002135,1e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-7,3002136,1.5e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-4,3002137,1.5e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-12,3002143,5e-06,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-13,3002144,1e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-14,3002145,1e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-16,3002147,1.5e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-17,3002148,1.5e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-20,3002151,5e-06,"Cephalosporin,Cephamycin"
Escherichia coli,562,DHA-21,3002152,1.5e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,FOX-5,3002159,7.3e-05,"Cephalosporin,Cephamycin"
Escherichia coli,562,MIR-5,3002170,5e-06,"Cephalosporin,Monobactam"
Escherichia coli,562,MOX-4,3002184,5e-06,"Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,MOX-9,3002191,5e-06,"Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,IMP-1,3002192,0.000132,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-4,3002195,0.000439,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-6,3002197,0.000283,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-14,3002205,1.5e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-18,3002209,5e-06,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-26,3002217,2e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-27,3002218,2.4e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,IMP-38,3002229,1.5e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,CARB-3,3002242,0.001053,Penam
Escherichia coli,562,VIM-1,3002271,0.000473,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,VIM-2,3002272,2.9e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,VIM-4,3002274,0.000137,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,VIM-23,3002293,2e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,VIM-27,3002297,5e-06,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,VIM-29,3002299,1.5e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,VIM-32,3002302,5e-06,"CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem"
Escherichia coli,562,KPC-2,3002312,0.005641,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,KPC-3,3002313,0.001019,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,KPC-4,3002314,4.4e-05,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,KPC-6,3002316,5e-06,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,KPC-10,3002320,5e-06,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,KPC-13,3002323,5e-06,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,KPC-18,3002328,2.4e-05,"CarbaPenem,Cephalosporin,Monobactam,Penam"
Escherichia coli,562,GES-1,3002330,1.5e-05,"CarbaPenem,Cephalosporin,Penam"
Escherichia coli,562,GES-5,3002334,8.8e-05,"CarbaPenem,Cephalosporin,Penam"
Escherichia coli,562,GES-6,3002335,5e-06,"CarbaPenem,Cephalosporin,Penam"
Escherichia coli,562,GES-11,3002340,5e-06,"CarbaPenem,Cephalosporin,Penam"
Escherichia coli,562,GES-21,3002350,1e-05,"CarbaPenem,Cephalosporin,Penam"
Escherichia coli,562,NDM-3,3002354,3.9e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,NDM-4,3002355,0.000473,Ticarcillin
Escherichia coli,562,NDM-6,3002356,8.3e-05,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,NDM-7,3002357,0.000897,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,NDM-9,3002359,0.000668,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,NDM-12,3002362,5e-06,"CarbaPenem,Cephalosporin,Cephamycin,Penam"
Escherichia coli,562,PER-1,3002363,5e-06,"CarbaPenem,Cephalosporin,Monobactam,Penam,Penem"
Escherichia coli,562,PER-2,3002364,2e-05,"CarbaPenem,Cephalosporin,Monobactam,Penam,Penem"
Escherichia coli,562,PER-7,3002369,5e-06,"CarbaPenem,Cephalosporin,Monobactam,Penam,Penem"
Escherichia coli,562,VEB-1,3002370,7.8e-05,"Cephalosporin,Monobactam"
Escherichia coli,562,VEB-3,3002372,2.4e-05,"Cephalosporin,Monobactam"
Escherichia coli,562,VEB-5,3002375,5e-06,"Cephalosporin,Monobactam"
Escherichia coli,562,VEB-8,3002377,5e-06,"Cephalosporin,Monobactam"
Escherichia coli,562,VEB-9,3002378,1e-05,"Cephalosporin,Monobactam"
Escherichia coli,562,BEL-3,3002387,5e-06,"Cephalosporin,Monobactam,Penam"
Escherichia coli,562,OKP-B-5,3002438,5e-06,"Cephalosporin,Penam"
Escherichia coli,562,LEN-13,3002463,5e-06,"Penam,Penem"
Escherichia coli,562,CTX-M-85,3002495,4.4e-05,Cephalosporin
Escherichia coli,562,PDC-3,3002500,5e-06,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Cefoxitin,Ceftazidime,Ceftriaxone"
Escherichia coli,562,AAC(3)-Ia,3002528,8.3e-05,"Astromicin,Sisomicin"
Escherichia coli,562,AAC(3)-Id,3002529,5e-06,"Astromicin,Sisomicin"
Escherichia coli,562,AAC(3)-Ib,3002530,2.4e-05,"Astromicin,Sisomicin"
Escherichia coli,562,AAC(3)-Ic,3002531,3.4e-05,"Astromicin,Sisomicin"
Escherichia coli,562,AAC(3)-IIc,3002535,0.002028,"2'-N-ethylNetilmicin,6'-N-ethylNetilmicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(3)-IVa,3002539,0.01606,"2'-N-ethylNetilmicin,6'-N-ethylNetilmicin,Apramycin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(3)-VIa,3002540,0.013793,"6'-N-ethylNetilmicin,Sisomicin"
Escherichia coli,562,AAC(6')-Ia,3002545,2.4e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Ib,3002546,0.000244,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ic,3002549,1e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Ii,3002556,1e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Iq,3002560,5e-06,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Iaa,3002571,1e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Iaf,3002574,1e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Iai,3002575,5e-06,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Ib3,3002576,0.001141,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ib4,3002577,9.3e-05,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ib7,3002578,0.004549,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ib8,3002579,0.000785,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ib9,3002580,0.00136,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ib10,3002581,0.003169,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-Ib11,3002582,1e-05,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-29b,3002584,5e-06,"Amikacin,Dibekacin,Isepamicin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-31,3002585,1e-05,"Amikacin,Isepamicin,Kanamycin A,Neomycin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-I33,3002587,4.9e-05,"Amikacin,Tobramycin"
Escherichia coli,562,AAC(6')-Ib-Suzhou,3002591,2e-05,"Amikacin,Kanamycin A,Tobramycin"
Escherichia coli,562,AAC(6')-IIa,3002594,0.000171,"2'-N-ethylNetilmicin,5-epiSisomicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-IIc,3002596,0.000551,"2'-N-ethylNetilmicin,5-epiSisomicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,3002597,5.9e-05,"2'-N-ethylNetilmicin,5-epiSisomicin,Amikacin,Dibekacin,Gentamicin A,Kanamycin A,Netilmicin,Sisomicin,Tobramycin"
Escherichia coli,562,AAC(6')-30/AAC(6')-Ib' bifunctional protein,3002599,5e-06,Gentamicin A
Escherichia coli,562,AadA,3002601,0.115315,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA2,3002602,0.065424,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA3,3002603,0.001546,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA4,3002604,0.000244,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA5,3002605,0.087729,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA6,3002606,1e-05,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA7,3002607,0.000917,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA8,3002608,6.3e-05,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA9,3002609,2e-05,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA11,3002611,2.4e-05,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA12,3002612,0.001394,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA13,3002613,0.000522,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA14,3002614,5e-06,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA15,3002615,0.000322,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA16,3002616,0.002121,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA17,3002617,0.002784,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA22,3002619,0.001555,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA23,3002620,0.005641,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA24,3002621,0.003369,"Spectinomycin,Streptomycin"
Escherichia coli,562,AadA6/aadA10,3002622,0.000336,"Spectinomycin,Streptomycin"
Escherichia coli,562,ANT(6)-Ia,3002626,2.9e-05,Streptomycin
Escherichia coli,562,Aad(6),3002628,2e-05,Streptomycin
Escherichia coli,562,ANT(9)-Ia,3002630,1.5e-05,Spectinomycin
Escherichia coli,562,APH(3'')-Ib,3002639,0.249517,Streptomycin
Escherichia coli,562,APH(3')-Ia,3002641,0.069641,"Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-Ib,3002642,0.000112,"Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-IIa,3002644,0.008717,"Butirosin,Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-IIb,3002645,5e-06,"Butirosin,Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-IIIa,3002647,0.000234,"Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-Va,3002649,5e-06,"Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-VIa,3002652,0.001063,"Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(3')-VIb,3002653,0.000117,"Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin"
Escherichia coli,562,APH(4)-Ia,3002655,0.015875,Hygromycin B
Escherichia coli,562,APH(6)-Ic,3002659,0.002306,Streptomycin
Escherichia coli,562,APH(6)-Id,3002660,0.248255,Streptomycin
Escherichia coli,562,APH(7'')-Ia,3002661,5e-06,Hygromycin B
Escherichia coli,562,RmtF,3002666,4.4e-05,"Astromicin,Gentamicin A,Kanamycin A"
Escherichia coli,562,RmtD,3002667,5e-06,"Amikacin,Arbekacin,Gentamicin A,Tobramycin"
Escherichia coli,562,RmtG,3002668,1e-05,"Amikacin,Arbekacin,Gentamicin A,Tobramycin"
Escherichia coli,562,CatB2,3002675,0.00019,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,CatB3,3002676,0.013578,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,Pseudomonas aeruginosa catB6,3002678,1e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,Pseudomonas aeruginosa catB7,3002679,5e-06,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,CatB8,3002680,7.3e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,CatI,3002683,0.040023,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,CatII,3002684,6.3e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,CatIII,3002685,4.9e-05,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,Plasmid-encoded cat (pp-cat),3002689,0.001706,"Azidamfenicol,Chloramphenicol,Thiamphenicol"
Escherichia coli,562,Salmonella enterica cmlA,3002691,5e-06,Chloramphenicol
Escherichia coli,562,CmlA1,3002693,0.028604,Chloramphenicol
Escherichia coli,562,CmlA4,3002694,0.000166,Chloramphenicol
Escherichia coli,562,CmlA5,3002695,0.006421,Chloramphenicol
Escherichia coli,562,CmlA6,3002696,0.005158,Chloramphenicol
Escherichia coli,562,CmlB1,3002699,5e-06,Chloramphenicol
Escherichia coli,562,Cmx,3002703,1.5e-05,Chloramphenicol
Escherichia coli,562,FexA,3002704,1.5e-05,"Chloramphenicol,Florfenicol"
Escherichia coli,562,FloR,3002705,0.079768,"Chloramphenicol,Florfenicol"
Escherichia coli,562,QnrA1,3002707,0.002174,CiprOfloxacin
Escherichia coli,562,QnrA3,3002709,2.9e-05,CiprOfloxacin
Escherichia coli,562,QnrA4,3002710,1e-05,CiprOfloxacin
Escherichia coli,562,QnrA6,3002712,2e-05,CiprOfloxacin
Escherichia coli,562,QnrB1,3002714,0.001155,CiprOfloxacin
Escherichia coli,562,QnrB2,3002715,3.9e-05,CiprOfloxacin
Escherichia coli,562,QnrB4,3002718,0.003691,CiprOfloxacin
Escherichia coli,562,QnrB5,3002719,1.5e-05,CiprOfloxacin
Escherichia coli,562,QnrB6,3002720,0.000726,CiprOfloxacin
Escherichia coli,562,QnrB7,3002721,2.4e-05,CiprOfloxacin
Escherichia coli,562,QnrB10,3002724,0.012272,CiprOfloxacin
Escherichia coli,562,QnrB12,3002726,1e-05,CiprOfloxacin
Escherichia coli,562,QnrB13,3002727,2.4e-05,CiprOfloxacin
Escherichia coli,562,QnrB16,3002731,1e-05,CiprOfloxacin
Escherichia coli,562,QnrB17,3002732,9.8e-05,CiprOfloxacin
Escherichia coli,562,QnrB19,3002734,0.002135,CiprOfloxacin
Escherichia coli,562,QnrB20,3002735,0.000687,CiprOfloxacin
Escherichia coli,562,QnrB26,3002741,1e-05,CiprOfloxacin
Escherichia coli,562,QnrB31,3002746,1e-05,CiprOfloxacin
Escherichia coli,562,QnrB38,3002753,1.5e-05,CiprOfloxacin
Escherichia coli,562,QnrB45,3002760,1.5e-05,CiprOfloxacin
Escherichia coli,562,QnrB46,3002761,5e-06,CiprOfloxacin
Escherichia coli,562,QnrB49,3002764,5e-06,CiprOfloxacin
Escherichia coli,562,QnrB55,3002768,5e-06,CiprOfloxacin
Escherichia coli,562,QnrB59,3002772,5e-06,CiprOfloxacin
Escherichia coli,562,QnrB64,3002776,5e-06,CiprOfloxacin
Escherichia coli,562,QnrB65,3002777,5e-06,CiprOfloxacin
Escherichia coli,562,QnrB66,3002778,5e-06,CiprOfloxacin
